OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime
7404,31,Good,PM2.5,,,Not on file,2004/02/14 06:00:00+00
7405,34,Good,Carbon monoxide,,,,2001/01/10 06:00:00+00
7406,23,Good,PM10,,,Not on file,2004/02/13 06:00:00+00
7407,14,Good,PM10,,,,2001/01/09 06:00:00+00
7408,43,Good,PM2.5,,,Not on file,2004/02/12 06:00:00+00
7409,28,Good,PM10,,,,2001/01/08 06:00:00+00
7410,42,Good,PM2.5,,,Not on file,2004/02/11 06:00:00+00
7411,26,Good,PM10,,,,2001/01/05 06:00:00+00
7412,41,Good,PM2.5,,,Not on file,2004/02/10 06:00:00+00
7413,25,Good,Carbon monoxide,,,,2001/01/04 06:00:00+00
7414,42,Good,PM2.5,,,Not on file,2004/02/09 06:00:00+00
7415,33,Good,PM10,,,,2001/01/03 06:00:00+00
7416,16,Good,Ozone 8-hr,,,,2001/01/02 06:00:00+00
7417,38,Good,PM2.5,,,Not on file,2004/02/08 06:00:00+00
7418,29,Good,PM2.5,,,Not on file,2004/02/07 06:00:00+00
7419,48,Good,PM2.5,,,Not on file,2004/02/06 06:00:00+00
7420,62,Moderate,PM2.5,,,Not on file,2004/02/05 06:00:00+00
7421,61,Moderate,PM2.5,,,Not on file,2004/02/04 06:00:00+00
7422,25,Good,PM2.5,,,Not on file,2004/02/03 06:00:00+00
7423,30,Good,PM2.5,,,Not on file,2004/02/02 06:00:00+00
7424,42,Good,PM2.5,,,Not on file,2004/02/01 06:00:00+00
7425,37,Good,PM2.5,,,Not on file,2004/01/31 06:00:00+00
7426,40,Good,PM2.5,,,Not on file,2004/01/30 06:00:00+00
7427,38,Good,PM2.5,,,Not on file,2004/01/29 06:00:00+00
7428,39,Good,PM2.5,,,Not on file,2004/01/28 06:00:00+00
7429,41,Good,PM2.5,,,Not on file,2004/01/27 06:00:00+00
7430,30,Good,PM2.5,,,Not on file,2004/01/26 06:00:00+00
7431,38,Good,PM2.5,,,Not on file,2004/01/25 06:00:00+00
7432,32,Good,PM2.5,,,Not on file,2004/01/24 06:00:00+00
7433,15,Good,Carbon monoxide,,,Not on file,2004/01/23 06:00:00+00
7434,37,Good,Carbon monoxide,,,Not on file,2004/01/22 06:00:00+00
7435,15,Good,Ozone 8-hr,,,Not on file,2004/01/21 06:00:00+00
7436,,Not on file,,,,Not on file,2004/01/20 06:00:00+00
7437,14,Good,Carbon monoxide,,,Not on file,2004/01/20 06:00:00+00
7438,11,Good,Carbon monoxide,,,Not on file,2004/01/19 06:00:00+00
7439,21,Good,Ozone 8-hr,,,Not on file,2004/01/18 06:00:00+00
7440,22,Good,Ozone 8-hr,,,Not on file,2004/01/17 06:00:00+00
7441,22,Good,Carbon monoxide,,,Not on file,2004/01/16 06:00:00+00
7442,20,Good,Ozone 8-hr,,,Not on file,2004/01/15 06:00:00+00
7443,31,Good,Carbon monoxide,,,Not on file,2004/01/14 06:00:00+00
7444,48,Good,PM10,,,Not on file,2004/01/13 06:00:00+00
7445,21,Good,Ozone 8-hr,,,Not on file,2004/01/12 06:00:00+00
7446,16,Good,Ozone 8-hr,,,Not on file,2004/01/11 06:00:00+00
7447,13,Good,Carbon monoxide,,,Not on file,2004/01/10 06:00:00+00
7448,25,Good,PM10,,,Not on file,2004/01/09 06:00:00+00
7449,19,Good,Ozone 8-hr,,,Not on file,2004/01/08 06:00:00+00
7450,21,Good,Ozone 8-hr,,,Not on file,2004/01/07 06:00:00+00
7451,13,Good,Carbon monoxide,,,Not on file,2004/01/06 06:00:00+00
7452,24,Good,Ozone 8-hr,,,Not on file,2004/01/05 06:00:00+00
7453,,Not on file,,,,Not on file,2004/01/04 06:00:00+00
7454,,Not on file,,,,Not on file,2004/01/03 06:00:00+00
7455,17,Good,Carbon monoxide,,,Not on file,2004/01/02 06:00:00+00
7456,34,Good,Carbon monoxide,,,Not on file,2004/01/01 06:00:00+00
7457,27,Good,Carbon monoxide,,,Not on file,2003/12/31 06:00:00+00
7458,11,Good,Carbon monoxide,,,Not on file,2003/12/30 06:00:00+00
7459,20,Good,Carbon monoxide,,,Not on file,2003/12/29 06:00:00+00
7460,38,Good,Carbon monoxide,,,Not on file,2003/12/28 06:00:00+00
7461,40,Good,Carbon monoxide,,,Not on file,2003/12/27 06:00:00+00
7462,34,Good,Carbon monoxide,,,Not on file,2003/12/26 06:00:00+00
7463,4,Good,Carbon monoxide,,,Not on file,2003/12/25 06:00:00+00
7464,10,Good,Carbon monoxide,,,Not on file,2003/12/24 06:00:00+00
7465,27,Good,PM2.5,,,Not on file,2003/12/23 06:00:00+00
7466,32,Good,PM2.5,,,Not on file,2003/12/22 06:00:00+00
7467,33,Good,PM2.5,,,Not on file,2003/12/21 06:00:00+00
7468,23,Good,PM2.5,,,Not on file,2003/12/20 06:00:00+00
7469,,Not on file,,,,Not on file,2003/12/19 06:00:00+00
7470,23,Good,PM2.5,,,Not on file,2003/12/19 06:00:00+00
7471,29,Good,PM2.5,,,Not on file,2003/12/18 06:00:00+00
7472,37,Good,PM2.5,,,Not on file,2003/12/17 06:00:00+00
7473,44,Good,PM2.5,,,Not on file,2003/12/16 06:00:00+00
7474,42,Good,PM2.5,,,Not on file,2003/12/15 06:00:00+00
7475,32,Good,PM2.5,,,Not on file,2003/12/14 06:00:00+00
7476,35,Good,PM2.5,,,Not on file,2003/12/13 06:00:00+00
7477,33,Good,PM2.5,,,Not on file,2003/12/12 06:00:00+00
7478,43,Good,PM2.5,,,Not on file,2003/12/11 06:00:00+00
7479,52,Moderate,PM2.5,,,Not on file,2003/12/10 06:00:00+00
7480,42,Good,PM2.5,,,Not on file,2003/12/09 06:00:00+00
7481,52,Moderate,PM2.5,,,Not on file,2003/12/08 06:00:00+00
7482,46,Good,PM2.5,,,Not on file,2003/12/07 06:00:00+00
7483,29,Good,PM2.5,,,Not on file,2003/12/06 06:00:00+00
7484,31,Good,PM2.5,,,Not on file,2003/12/05 06:00:00+00
7485,31,Good,PM2.5,,,Not on file,2003/12/04 06:00:00+00
7486,,Not on file,,,,Not on file,2003/12/03 06:00:00+00
7487,32,Good,PM2.5,,,Not on file,2003/12/03 06:00:00+00
7488,30,Good,PM2.5,,,Not on file,2003/12/02 06:00:00+00
7489,29,Good,PM2.5,,,Not on file,2003/12/01 06:00:00+00
7490,29,Good,PM2.5,,,Not on file,2003/11/30 06:00:00+00
7491,29,Good,PM2.5,,,Not on file,2003/11/29 06:00:00+00
7492,38,Good,PM2.5,,,Not on file,2003/11/28 06:00:00+00
7493,36,Good,PM2.5,,,Not on file,2003/11/27 06:00:00+00
7494,36,Good,PM2.5,,,Not on file,2003/11/26 06:00:00+00
7495,34,Good,PM2.5,,,Not on file,2003/11/25 06:00:00+00
7496,,Not on file,,,,Not on file,2003/11/25 06:00:00+00
7497,38,Good,PM2.5,,,Not on file,2003/11/24 06:00:00+00
7498,39,Good,PM2.5,,,Not on file,2003/11/23 06:00:00+00
7499,35,Good,PM2.5,,,Not on file,2003/11/22 06:00:00+00
7500,34,Good,PM2.5,,,Not on file,2003/11/21 06:00:00+00
7501,22,Good,PM2.5,,,Not on file,2003/11/20 06:00:00+00
7502,37,Good,PM2.5,,,Not on file,2003/11/19 06:00:00+00
7503,52,Moderate,PM2.5,,,Not on file,2003/11/18 06:00:00+00
7504,,Not on file,,,,Not on file,2003/11/17 06:00:00+00
7505,57,Moderate,PM2.5,,,Not on file,2003/11/17 06:00:00+00
7506,48,Good,PM2.5,,,Not on file,2003/11/16 06:00:00+00
7507,34,Good,PM2.5,,,Not on file,2003/11/15 06:00:00+00
7508,27,Good,PM2.5,,,Not on file,2003/11/14 06:00:00+00
7509,50,Good,PM2.5,,,Not on file,2003/11/13 06:00:00+00
7510,51,Moderate,PM2.5,,,Not on file,2003/11/12 06:00:00+00
7511,51,Moderate,PM2.5,,,Not on file,2003/11/11 06:00:00+00
7512,40,Good,PM2.5,,,Not on file,2003/11/10 06:00:00+00
7513,39,Good,PM2.5,,,Not on file,2003/11/09 06:00:00+00
7514,39,Good,PM2.5,,,Not on file,2003/11/08 06:00:00+00
7515,16,Good,PM2.5,,,Not on file,2003/11/07 06:00:00+00
7516,51,Moderate,PM2.5,,,Not on file,2003/11/06 06:00:00+00
7517,70,Moderate,PM2.5,,,Not on file,2003/11/05 06:00:00+00
7518,70,Moderate,PM2.5,,,Not on file,2003/11/04 06:00:00+00
7519,69,Moderate,PM2.5,1,, Ragweed,2003/11/03 06:00:00+00
7520,65,Moderate,PM2.5,,,Not on file,2003/11/02 06:00:00+00
7521,62,Moderate,PM2.5,,,Not on file,2003/11/01 06:00:00+00
7522,48,Good,PM2.5,1,, Ragweed,2003/10/31 06:00:00+00
7523,43,Good,PM2.5,1,, Ragweed,2003/10/30 06:00:00+00
7524,46,Good,PM2.5,1,, Ragweed,2003/10/29 06:00:00+00
7525,48,Good,PM2.5,1,, Ragweed,2003/10/28 06:00:00+00
7526,56,Moderate,PM2.5,1,Ragweed,Slight,2003/10/27 06:00:00+00
7527,70,Moderate,PM2.5,,,Not on file,2003/10/26 05:00:00+00
7528,51,Moderate,PM2.5,,,Not on file,2003/10/25 05:00:00+00
7529,,Not on file,,,,Not on file,2003/10/24 05:00:00+00
7530,50,Good,PM2.5,1,, Ragweed,2003/10/24 05:00:00+00
7531,48,Good,PM2.5,3,, Ragweed,2003/10/23 05:00:00+00
7532,53,Moderate,PM2.5,1,, Ragweed,2003/10/22 05:00:00+00
7533,58,Moderate,PM2.5,1,, Ragweed,2003/10/21 05:00:00+00
7534,56,Moderate,PM2.5,2,, Ragweed,2003/10/20 05:00:00+00
7535,49,Good,PM2.5,,,Not on file,2003/10/19 05:00:00+00
7536,49,Good,PM2.5,,,Not on file,2003/10/18 05:00:00+00
7537,42,Good,PM2.5,1,, Ragweed,2003/10/17 05:00:00+00
7538,41,Good,PM2.5,1,, Ragweed,2003/10/16 05:00:00+00
7539,,Not on file,,,,Not on file,2003/10/16 05:00:00+00
7540,54,Moderate,PM2.5,1,, Ragweed,2003/10/15 05:00:00+00
7541,56,Moderate,PM2.5,,,Not on file,2003/10/15 05:00:00+00
7542,56,Moderate,PM2.5,,,Not on file,2003/10/15 05:00:00+00
7543,28,Good,PM2.5,,,Not on file,2003/10/14 05:00:00+00
7544,27,Good,PM2.5,2,Ragweed,Slight,2003/10/14 05:00:00+00
7545,63,Moderate,PM2.5,1,, Ragweed,2003/10/13 05:00:00+00
7546,51,Moderate,PM2.5,,,Not on file,2003/10/12 05:00:00+00
7547,51,Moderate,PM2.5,,,Not on file,2003/10/11 05:00:00+00
7548,67,Moderate,PM2.5,6,, Ragweed,2003/10/10 05:00:00+00
7549,66,Moderate,PM2.5,4,, Ragweed,2003/10/09 05:00:00+00
7550,46,Good,PM2.5,3,, Ragweed,2003/10/08 05:00:00+00
7551,47,Good,PM2.5,1,, Ragweed,2003/10/07 05:00:00+00
7552,19,Good,Carbon monoxide,3,, Ragweed,2003/10/06 05:00:00+00
7553,53,Moderate,PM2.5,,,Not on file,2003/10/05 05:00:00+00
7554,38,Good,PM2.5,,,Not on file,2003/10/04 05:00:00+00
7555,24,Good,Ozone 8-hr,3,Ragweed,Slight,2003/10/03 05:00:00+00
7556,,Not on file,,,,Not on file,2003/10/02 05:00:00+00
7557,27,Good,PM2.5,4,, Ragweed,2003/10/02 05:00:00+00
7558,34,Good,PM2.5,6,Ragweed,Moderate,2003/10/01 05:00:00+00
7559,32,Good,PM2.5,4,Ragweed,Slight,2003/09/30 05:00:00+00
7560,30,Good,PM2.5,13,Ragweed,Moderate,2003/09/29 05:00:00+00
7561,56,Moderate,PM2.5,,,Not on file,2003/09/28 05:00:00+00
7562,63,Moderate,PM2.5,,,Not on file,2003/09/27 05:00:00+00
7563,62,Moderate,PM2.5,7,Ragweed,Moderate,2003/09/26 05:00:00+00
7564,44,Good,PM2.5,17,Ragweed,Heavy,2003/09/25 05:00:00+00
7565,44,Good,PM2.5,27,Ragweed,Extremely Heavy,2003/09/24 05:00:00+00
7566,44,Good,PM2.5,27,Ragweed,Extremely Heavy,2003/09/24 05:00:00+00
7567,64,Moderate,PM2.5,8,Ragweed,Moderate,2003/09/23 05:00:00+00
7568,72,Moderate,PM2.5,10,Ragweed,Moderate,2003/09/22 05:00:00+00
7569,56,Moderate,PM2.5,,,Not on file,2003/09/21 05:00:00+00
7570,85,Moderate,PM2.5,,,Not on file,2003/09/20 05:00:00+00
7571,80,Moderate,PM2.5,8,Ragweed,Moderate,2003/09/19 05:00:00+00
7572,71,Moderate,PM2.5,4,Ragweed,Slight,2003/09/18 05:00:00+00
7573,40,Good,PM2.5,18,Ragweed,Heavy,2003/09/17 05:00:00+00
7574,28,Good,Ozone 8-hr,2,Ragweed,Slight,2003/09/16 05:00:00+00
7575,61,Moderate,PM2.5,7,Ragweed,Moderate,2003/09/15 05:00:00+00
7576,80,Moderate,PM2.5,,,Not on file,2003/09/14 05:00:00+00
7577,109,Unhealthy for Sensitive Groups,PM2.5,,,Not on file,2003/09/13 05:00:00+00
7578,111,Unhealthy for Sensitive Groups,PM2.5,21,Ragweed,Heavy,2003/09/12 05:00:00+00
7579,93,Moderate,PM2.5,13,Ragweed,Moderate,2003/09/11 05:00:00+00
7580,87,Moderate,PM2.5,10,Ragweed,Moderate,2003/09/10 05:00:00+00
7581,83,Moderate,PM2.5,5,Ragweed,Slight,2003/09/09 05:00:00+00
7582,71,Moderate,PM2.5,8,Ragweed,Moderate,2003/09/08 05:00:00+00
7583,63,Moderate,PM2.5,,,Not on file,2003/09/07 05:00:00+00
7584,45,Good,PM2.5,,,Not on file,2003/09/06 05:00:00+00
7585,52,Moderate,PM2.5,14,Ragweed,Moderate,2003/09/05 05:00:00+00
7586,30,Good,PM2.5,2,Ragweed,Slight,2003/09/04 05:00:00+00
7587,57,Moderate,PM2.5,5,Ragweed,Slight,2003/09/03 05:00:00+00
7588,51,Moderate,PM2.5,5,Ragweed,Slight,2003/09/02 05:00:00+00
7589,37,Good,PM2.5,,,Not on file,2003/09/01 05:00:00+00
7590,49,Good,PM2.5,,,Not on file,2003/08/31 05:00:00+00
7591,62,Moderate,PM2.5,,,Not on file,2003/08/30 05:00:00+00
7592,66,Moderate,PM2.5,2,Ragweed,Slight,2003/08/29 05:00:00+00
7593,94,Moderate,PM2.5,7,Ragweed,Moderate,2003/08/28 05:00:00+00
7594,107,Unhealthy for Sensitive Groups,PM2.5,8,Ragweed,Moderate,2003/08/27 05:00:00+00
7595,102,Unhealthy for Sensitive Groups,PM2.5,5,Ragweed,Slight,2003/08/26 05:00:00+00
7596,83,Moderate,PM2.5,8,Grass,Moderate,2003/08/25 05:00:00+00
7597,75,Moderate,PM2.5,,,Not on file,2003/08/24 05:00:00+00
7598,78,Moderate,PM2.5,,,Not on file,2003/08/23 05:00:00+00
7599,90,Moderate,PM2.5,2,Grass, Ragweed,2003/08/22 05:00:00+00
7600,97,Moderate,PM2.5,9,Grass, Ragweed,2003/08/21 05:00:00+00
7601,,Not on file,,,,Not on file,2003/08/20 05:00:00+00
7602,95,Moderate,PM2.5,3,Grass, Ragweed,2003/08/20 05:00:00+00
7603,90,Moderate,PM2.5,11,Grass, Ragweed,2003/08/19 05:00:00+00
7604,44,Good,Ozone 8-hr,3,,Slight,2003/08/18 05:00:00+00
7605,77,Moderate,PM2.5,,,Not on file,2003/08/17 05:00:00+00
7606,69,Moderate,PM2.5,,,Not on file,2003/08/16 05:00:00+00
7607,54,Moderate,PM2.5,1,Grass,Slight,2003/08/15 05:00:00+00
7608,71,Moderate,PM2.5,1,Grass,Slight,2003/08/14 05:00:00+00
7609,71,Moderate,PM2.5,1,Grass,Slight,2003/08/13 05:00:00+00
7610,88,Moderate,PM2.5,1,Grass,Slight,2003/08/12 05:00:00+00
7611,87,Moderate,PM2.5,6,Grass,Moderate,2003/08/11 05:00:00+00
7612,70,Moderate,PM2.5,,,Not on file,2003/08/10 05:00:00+00
7613,80,Moderate,PM2.5,,,Not on file,2003/08/09 05:00:00+00
7614,80,Moderate,PM2.5,3,Grass,Slight,2003/08/08 05:00:00+00
7615,76,Moderate,PM2.5,5,Grass,Slight,2003/08/07 05:00:00+00
7616,67,Moderate,PM2.5,5,Grass,Slight,2003/08/06 05:00:00+00
7617,46,Good,PM2.5,3,Grass,Slight,2003/08/05 05:00:00+00
7618,44,Good,PM2.5,8,Grass,Moderate,2003/08/04 05:00:00+00
7619,67,Moderate,PM2.5,,,Not on file,2003/08/03 05:00:00+00
7620,68,Moderate,PM2.5,,,Not on file,2003/08/02 05:00:00+00
7621,63,Moderate,PM2.5,4,, Grass,2003/08/01 05:00:00+00
7622,74,Moderate,PM2.5,31,Grass,Extremely Heavy,2003/07/31 05:00:00+00
7623,55,Moderate,PM2.5,5,Grass,Slight,2003/07/30 05:00:00+00
7624,72,Moderate,PM2.5,16,Grass,Heavy,2003/07/29 05:00:00+00
7625,93,Moderate,PM2.5,4,Grass,Slight,2003/07/28 05:00:00+00
7626,90,Moderate,PM2.5,,,Not on file,2003/07/27 05:00:00+00
7627,60,Moderate,PM2.5,,,Not on file,2003/07/26 05:00:00+00
7628,58,Moderate,PM2.5,4,Grass,Slight,2003/07/25 05:00:00+00
7629,57,Moderate,PM2.5,5,Grass,Slight,2003/07/24 05:00:00+00
7630,44,Good,PM2.5,9,Grass,Moderate,2003/07/23 05:00:00+00
7631,,Not on file,,,,Not on file,2003/07/22 05:00:00+00
7632,95,Moderate,PM2.5,8,Grass,Moderate,2003/07/22 05:00:00+00
7633,113,Unhealthy for Sensitive Groups,PM2.5,18,Grass,Heavy,2003/07/21 05:00:00+00
7634,94,Moderate,PM2.5,,,Not on file,2003/07/20 05:00:00+00
7635,100,Moderate,PM2.5,,,Not on file,2003/07/19 05:00:00+00
7636,85,Moderate,PM2.5,2,Grass,Slight,2003/07/18 05:00:00+00
7637,64,Moderate,PM2.5,4,Grass,Slight,2003/07/17 05:00:00+00
7638,56,Moderate,PM2.5,5,Grass,Slight,2003/07/16 05:00:00+00
7639,53,Moderate,PM2.5,13,Grass,Moderate,2003/07/15 05:00:00+00
7640,51,Moderate,PM2.5,2,Grass,Slight,2003/07/14 05:00:00+00
7641,47,Good,PM2.5,,,Not on file,2003/07/13 05:00:00+00
7642,39,Good,Ozone 8-hr,,,Not on file,2003/07/12 05:00:00+00
7643,54,Moderate,PM2.5,2,Grass,Slight,2003/07/11 05:00:00+00
7644,66,Moderate,PM2.5,2,Grass,Slight,2003/07/10 05:00:00+00
7645,72,Moderate,PM2.5,4,Grass,Slight,2003/07/09 05:00:00+00
7646,69,Moderate,PM2.5,4,Grass,Slight,2003/07/08 05:00:00+00
7647,41,Good,PM2.5,6,Grass,Moderate,2003/07/07 05:00:00+00
7648,78,Moderate,PM2.5,,,Not on file,2003/07/06 05:00:00+00
7649,105,Unhealthy for Sensitive Groups,PM2.5,,,Not on file,2003/07/05 05:00:00+00
7650,103,Unhealthy for Sensitive Groups,PM2.5,,,Not on file,2003/07/04 05:00:00+00
7651,64,Moderate,PM2.5,2,Grass, Pine,2003/07/03 05:00:00+00
7652,32,Good,PM2.5,2,Pine,Slight,2003/07/02 05:00:00+00
7653,80,Moderate,PM2.5,2,Grass, Pine,2003/07/01 05:00:00+00
7654,79,Moderate,PM2.5,7,Grass, Pine,2003/06/30 05:00:00+00
7655,,Not on file,,,,Not on file,2003/06/29 05:00:00+00
7656,51,Moderate,Ozone 8-hr,,,Not on file,2003/06/29 05:00:00+00
7657,63,Moderate,PM2.5,,,Not on file,2003/06/28 05:00:00+00
7658,63,Moderate,PM2.5,,,Not on file,2003/06/28 05:00:00+00
7659,93,Moderate,PM2.5,2,Grass,Slight,2003/06/27 05:00:00+00
7660,,Not on file,,,,Not on file,2003/06/26 05:00:00+00
7661,92,Moderate,PM2.5,4,Grass,Slight,2003/06/26 05:00:00+00
7662,102,Unhealthy for Sensitive Groups,Ozone 8-hr,2,Grass,Slight,2003/06/25 05:00:00+00
7663,97,Moderate,Ozone 8-hr,2,, Grass,2003/06/24 05:00:00+00
7664,54,Moderate,PM2.5,6,Grass, Pine,2003/06/23 05:00:00+00
7665,43,Good,Ozone 8-hr,,,Not on file,2003/06/23 05:00:00+00
7666,43,Good,Ozone 8-hr,,,Not on file,2003/06/22 05:00:00+00
7667,68,Moderate,PM2.5,,,Not on file,2003/06/21 05:00:00+00
7668,,Not on file,,,,Not on file,2003/06/21 05:00:00+00
7669,85,Moderate,PM2.5,4,Grass,Slight,2003/06/20 05:00:00+00
7670,74,Moderate,PM2.5,3,Grass, Pine,2003/06/19 05:00:00+00
7671,,Not on file,,,,Not on file,2003/06/18 05:00:00+00
7672,76,Moderate,PM2.5,2,Grass,Slight,2003/06/18 05:00:00+00
7673,60,Moderate,PM2.5,2,Grass, Oak,2003/06/17 05:00:00+00
7674,57,Moderate,PM2.5,4,Grass, Oak,2003/06/16 05:00:00+00
7675,,Not on file,,,,Not on file,2003/06/15 05:00:00+00
7676,34,Good,PM2.5,,,Not on file,2003/06/15 05:00:00+00
7677,35,Good,PM2.5,,,Not on file,2003/06/14 05:00:00+00
7678,,Not on file,,,,Not on file,2003/06/14 05:00:00+00
7679,32,Good,Ozone 8-hr,2,Grass,Slight,2003/06/13 05:00:00+00
7680,43,Good,PM2.5,3,Grass, Pine,2003/06/12 05:00:00+00
7681,,Not on file,,,,Not on file,2003/06/11 05:00:00+00
7682,41,Good,PM2.5,2,Grass,Slight,2003/06/11 05:00:00+00
7683,43,Good,PM2.5,5,Grass, Oak,2003/06/10 05:00:00+00
7684,54,Moderate,PM2.5,2,Grass, Oak,2003/06/09 05:00:00+00
7685,,Not on file,,,,Not on file,2003/06/08 05:00:00+00
7686,59,Moderate,PM2.5,,,Not on file,2003/06/08 05:00:00+00
7687,84,Moderate,PM2.5,,,Not on file,2003/06/07 05:00:00+00
7688,84,Moderate,PM2.5,,,Not on file,2003/06/07 05:00:00+00
7689,80,Moderate,PM2.5,7,Grass, Oak,2003/06/06 05:00:00+00
7690,58,Moderate,PM2.5,2,Grass,Slight,2003/06/05 05:00:00+00
7691,54,Moderate,PM2.5,2,Grass, Pine,2003/06/04 05:00:00+00
7692,42,Good,PM2.5,5,Cedar, Grass,2003/06/03 05:00:00+00
7693,43,Good,PM2.5,8,Birch, Cedar,2003/06/02 05:00:00+00
7694,53,Moderate,PM2.5,,,Not on file,2003/06/01 05:00:00+00
7695,53,Moderate,PM2.5,,,Not on file,2003/06/01 05:00:00+00
7696,53,Moderate,PM2.5,,,Not on file,2003/05/31 05:00:00+00
7697,49,Good,PM2.5,35,Cedar, Grass,2003/05/30 05:00:00+00
7698,54,Moderate,PM2.5,15,Cedar, Grass,2003/05/29 05:00:00+00
7699,57,Moderate,PM2.5,12,Cedar, Grass,2003/05/28 05:00:00+00
7700,54,Moderate,PM2.5,43,Cedar, Grass,2003/05/27 05:00:00+00
7701,73,Moderate,PM2.5,,,Not on file,2003/05/25 05:00:00+00
7702,77,Moderate,PM2.5,,,Not on file,2003/05/24 05:00:00+00
7703,66,Moderate,PM2.5,32,Grass,Extremely Heavy,2003/05/23 05:00:00+00
7704,42,Good,PM2.5,2,Grass,Slight,2003/05/22 05:00:00+00
7705,54,Moderate,PM2.5,2,Grass,Slight,2003/05/21 05:00:00+00
7706,51,Moderate,PM2.5,9,Grass, Pine,2003/05/20 05:00:00+00
7707,28,Good,Ozone 8-hr,3,Grass, Pine,2003/05/19 05:00:00+00
7708,42,Good,PM2.5,,,Not on file,2003/05/18 05:00:00+00
7709,31,Good,Ozone 8-hr,,,Not on file,2003/05/17 05:00:00+00
7710,42,Good,Ozone 8-hr,15,Grass, Ragweed,2008/07/24 05:00:00+00
7711,54,Moderate,PM2.5,11,Grass, Ragweed,2008/07/23 05:00:00+00
7712,68,Moderate,PM2.5,18,Grass,Heavy,2008/07/22 05:00:00+00
7713,89,Moderate,PM2.5,12,Grass,Moderate,2008/07/21 05:00:00+00
7714,100,Moderate,Ozone 8-hr,,,Not on file,2008/07/20 05:00:00+00
7715,99,Moderate,PM2.5,,,Not on file,2008/07/20 05:00:00+00
7716,106,Unhealthy for Sensitive Groups,Ozone 8-hr,,,Not on file,2008/07/19 05:00:00+00
7717,90,Moderate,PM2.5,,,Not on file,2008/07/19 05:00:00+00
7718,106,Unhealthy for Sensitive Groups,Ozone 8-hr,37,Grass,Extremely Heavy,2008/07/18 05:00:00+00
7719,54,Moderate,PM2.5,31,Grass,Extremely Heavy,2008/07/17 05:00:00+00
7720,51,Moderate,PM2.5,23,Grass,Heavy,2008/07/16 05:00:00+00
7721,38,Good,Ozone 8-hr,27,Grass,Extremely Heavy,2008/07/15 05:00:00+00
7722,31,Good,Ozone 8-hr,5,Grass,Slight,2008/07/14 05:00:00+00
7723,43,Good,PM2.5,,,Not on file,2008/07/13 05:00:00+00
7724,,Not on file,,,,Not on file,2008/07/12 05:00:00+00
7725,52,Moderate,PM2.5,,,Not on file,2008/07/12 05:00:00+00
7726,31,Good,Ozone 8-hr,14,Grass,Moderate,2008/07/11 05:00:00+00
7727,50,Good,PM2.5,5,Grass,Slight,2008/07/10 05:00:00+00
7728,61,Moderate,PM2.5,17,Grass,Heavy,2008/07/09 05:00:00+00
7729,56,Moderate,PM2.5,36,Grass,Extremely Heavy,2008/07/08 05:00:00+00
7730,66,Moderate,PM2.5,8,Grass,Moderate,2008/07/07 05:00:00+00
7731,54,Moderate,PM2.5,,,Not on file,2008/07/06 05:00:00+00
7732,57,Moderate,PM2.5,,,Not on file,2008/07/05 05:00:00+00
7733,57,Moderate,PM2.5,,,Not on file,2008/07/05 05:00:00+00
7734,,Not on file,,,,Not on file,2008/07/04 05:00:00+00
7735,,Not on file,,,,Not on file,2008/07/04 05:00:00+00
7736,56,Moderate,PM2.5,,,Not on file,2008/07/04 05:00:00+00
7737,50,Good,Ozone 8-hr,8,Grass,Moderate,2008/07/03 05:00:00+00
7738,47,Good,Ozone 8-hr,4,Grass,Slight,2008/07/02 05:00:00+00
7739,34,Good,Ozone 8-hr,7,Grass,Moderate,2008/07/01 05:00:00+00
7740,35,Good,Ozone 8-hr,6,Grass,Moderate,2008/06/30 05:00:00+00
7741,39,Good,Ozone 8-hr,,,Not on file,2008/06/29 05:00:00+00
7742,39,Good,PM2.5,,,Not on file,2008/06/28 05:00:00+00
7743,45,Good,PM2.5,4,Grass,Slight,2008/06/27 05:00:00+00
7744,58,Moderate,Ozone 8-hr,1,Grass,Slight,2008/06/26 05:00:00+00
7745,77,Moderate,Ozone 8-hr,1,Grass,Slight,2008/06/25 05:00:00+00
7746,58,Moderate,Ozone 8-hr,2,Grass,Slight,2008/06/24 05:00:00+00
7747,51,Moderate,PM2.5,5,Grass,Slight,2008/06/23 05:00:00+00
7748,67,Moderate,Ozone 8-hr,,,Not on file,2008/06/22 05:00:00+00
7749,66,Moderate,PM2.5,,,Not on file,2008/06/21 05:00:00+00
7750,58,Moderate,PM2.5,2,Grass, Poplar,2008/06/20 05:00:00+00
7751,46,Good,Ozone 8-hr,3,Grass, Poplar,2008/06/19 05:00:00+00
7752,45,Good,Ozone 8-hr,4,Grass, Poplar,2008/06/18 05:00:00+00
7753,55,Moderate,PM2.5,4,Grass, Poplar,2008/06/17 05:00:00+00
7754,50,Good,Ozone 8-hr,1,Grass, Poplar,2008/06/16 05:00:00+00
7755,31,Good,Ozone 8-hr,,,Not on file,2008/06/15 05:00:00+00
7756,54,Moderate,PM2.5,,,Not on file,2008/06/14 05:00:00+00
7757,70,Moderate,PM2.5,7,Cedar, Grass,2008/06/13 05:00:00+00
7758,,Not on file,,,,Not on file,2008/06/13 05:00:00+00
7759,48,Good,Ozone 8-hr,3,Cedar, Grass,2008/06/12 05:00:00+00
